filename,id,sheet,extent,creator,title,county,state,sheet number,titledate,date,pubLocation,publisher,description,scale,subjectGeographic,subjectTopic,note,funder,rights,catalogRecord,holdingInst,collection,url,thumbnail
gol19001.tif,81163227,"keymap/index, sh. 1",11,Sanborn Map Company,Golden, Jefferson County, Colorado,sh. 1,1919Golden,1919,New York,"Sanborn Map Company, 1919",1 map on 11 sheets : col. ; sheets 64 x 54 cm,Scale [ca. 1:600] 50 ft. to an inch,Golden,Fire insurance,"Shows factories, commercial and religious occupancy of buildings, dwellings with property boundaries and house and block numbers.Microfilm edition known as: Sanborn fire insurance maps. Colorado.July 1919.Shows building construction by hand coloring, loc1ations of windows and doors, and available water facilities.Includes location map.Historical maps of neighborhoods, detailed at the block and building level, showing residential, commercial, and industrial uses of site, building footprints, potential environmental hazards, and construction details of structures.Includes notes on population, water facilities, fire department, and prevailing winds.",This project was funded in part through a Library Services and Technology Act (LSTA) grant administered by the Colorado State Library and in part by the Friends of the Libraries,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,http://libraries.colorado.edu/search/o?SEARCH=70916705,"Map Library, University Libraries, University of Colorado at Boulder",Discovering Colorado Story by Story: The Sanborn Fire Insurance Maps Collection,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~21~21~93676~125971,https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-21-NA/1491/gol19001.jpg
gol19010.tif,81163227,sh. 10,11,Sanborn Map Company,Golden, Jefferson County, Colorado,sh. 10,1919Golden,1919,New York,"Sanborn Map Company, 1919",1 map on 11 sheets : col. ; sheets 64 x 54 cm,Scale [ca. 1:600] 50 ft. to an inch,Golden,Fire insurance,"Shows factories, commercial and religious occupancy of buildings, dwellings with property boundaries and house and block numbers.Microfilm edition known as: Sanborn fire insurance maps. Colorado.July 1919.Shows building construction by hand coloring, loc1ations of windows and doors, and available water facilities.Includes location map.Historical maps of neighborhoods, detailed at the block and building level, showing residential, commercial, and industrial uses of site, building footprints, potential environmental hazards, and construction details of structures.Includes notes on population, water facilities, fire department, and prevailing winds.",This project was funded in part through a Library Services and Technology Act (LSTA) grant administered by the Colorado State Library and in part by the Friends of the Libraries,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,http://libraries.colorado.edu/search/o?SEARCH=70916705,"Map Library, University Libraries, University of Colorado at Boulder",Discovering Colorado Story by Story: The Sanborn Fire Insurance Maps Collection,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~21~21~93847~125980,https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-21-NA/1491/gol19010.jpg
gol19011.tif,81163227,sh. 11,11,Sanborn Map Company,Golden, Jefferson County, Colorado,sh. 11,1919Golden,1919,New York,"Sanborn Map Company, 1919",1 map on 11 sheets : col. ; sheets 64 x 54 cm,Scale [ca. 1:600] 50 ft. to an inch,Golden,Fire insurance,"Shows factories, commercial and religious occupancy of buildings, dwellings with property boundaries and house and block numbers.Microfilm edition known as: Sanborn fire insurance maps. Colorado.July 1919.Shows building construction by hand coloring, loc1ations of windows and doors, and available water facilities.Includes location map.Historical maps of neighborhoods, detailed at the block and building level, showing residential, commercial, and industrial uses of site, building footprints, potential environmental hazards, and construction details of structures.Includes notes on population, water facilities, fire department, and prevailing winds.",This project was funded in part through a Library Services and Technology Act (LSTA) grant administered by the Colorado State Library and in part by the Friends of the Libraries,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,http://libraries.colorado.edu/search/o?SEARCH=70916705,"Map Library, University Libraries, University of Colorado at Boulder",Discovering Colorado Story by Story: The Sanborn Fire Insurance Maps Collection,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~21~21~93866~125981,https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-21-NA/1491/gol19011.jpg
gol19002.tif,81163227,sh. 2,11,Sanborn Map Company,Golden, Jefferson County, Colorado,sh. 2,1919Golden,1919,New York,"Sanborn Map Company, 1919",1 map on 11 sheets : col. ; sheets 64 x 54 cm,Scale [ca. 1:600] 50 ft. to an inch,Golden,Fire insurance,"Shows factories, commercial and religious occupancy of buildings, dwellings with property boundaries and house and block numbers.Microfilm edition known as: Sanborn fire insurance maps. Colorado.July 1919.Shows building construction by hand coloring, loc1ations of windows and doors, and available water facilities.Includes location map.Historical maps of neighborhoods, detailed at the block and building level, showing residential, commercial, and industrial uses of site, building footprints, potential environmental hazards, and construction details of structures.Includes notes on population, water facilities, fire department, and prevailing winds.",This project was funded in part through a Library Services and Technology Act (LSTA) grant administered by the Colorado State Library and in part by the Friends of the Libraries,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,http://libraries.colorado.edu/search/o?SEARCH=70916705,"Map Library, University Libraries, University of Colorado at Boulder",Discovering Colorado Story by Story: The Sanborn Fire Insurance Maps Collection,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~21~21~93695~125972,https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-21-NA/1491/gol19002.jpg
gol19003.tif,81163227,sh. 3,11,Sanborn Map Company,Golden, Jefferson County, Colorado,sh. 3,1919Golden,1919,New York,"Sanborn Map Company, 1919",1 map on 11 sheets : col. ; sheets 64 x 54 cm,Scale [ca. 1:600] 50 ft. to an inch,Golden,Fire insurance,"Shows factories, commercial and religious occupancy of buildings, dwellings with property boundaries and house and block numbers.Microfilm edition known as: Sanborn fire insurance maps. Colorado.July 1919.Shows building construction by hand coloring, loc1ations of windows and doors, and available water facilities.Includes location map.Historical maps of neighborhoods, detailed at the block and building level, showing residential, commercial, and industrial uses of site, building footprints, potential environmental hazards, and construction details of structures.Includes notes on population, water facilities, fire department, and prevailing winds.",This project was funded in part through a Library Services and Technology Act (LSTA) grant administered by the Colorado State Library and in part by the Friends of the Libraries,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,http://libraries.colorado.edu/search/o?SEARCH=70916705,"Map Library, University Libraries, University of Colorado at Boulder",Discovering Colorado Story by Story: The Sanborn Fire Insurance Maps Collection,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~21~21~93714~125973,https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-21-NA/1491/gol19003.jpg
gol19004.tif,81163227,sh. 4,11,Sanborn Map Company,Golden, Jefferson County, Colorado,sh. 4,1919Golden,1919,New York,"Sanborn Map Company, 1919",1 map on 11 sheets : col. ; sheets 64 x 54 cm,Scale [ca. 1:600] 50 ft. to an inch,Golden,Fire insurance,"Shows factories, commercial and religious occupancy of buildings, dwellings with property boundaries and house and block numbers.Microfilm edition known as: Sanborn fire insurance maps. Colorado.July 1919.Shows building construction by hand coloring, loc1ations of windows and doors, and available water facilities.Includes location map.Historical maps of neighborhoods, detailed at the block and building level, showing residential, commercial, and industrial uses of site, building footprints, potential environmental hazards, and construction details of structures.Includes notes on population, water facilities, fire department, and prevailing winds.",This project was funded in part through a Library Services and Technology Act (LSTA) grant administered by the Colorado State Library and in part by the Friends of the Libraries,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,http://libraries.colorado.edu/search/o?SEARCH=70916705,"Map Library, University Libraries, University of Colorado at Boulder",Discovering Colorado Story by Story: The Sanborn Fire Insurance Maps Collection,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~21~21~93733~125974,https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-21-NA/1491/gol19004.jpg
gol19005.tif,81163227,sh. 5,11,Sanborn Map Company,Golden, Jefferson County, Colorado,sh. 5,1919Golden,1919,New York,"Sanborn Map Company, 1919",1 map on 11 sheets : col. ; sheets 64 x 54 cm,Scale [ca. 1:600] 50 ft. to an inch,Golden,Fire insurance,"Shows factories, commercial and religious occupancy of buildings, dwellings with property boundaries and house and block numbers.Microfilm edition known as: Sanborn fire insurance maps. Colorado.July 1919.Shows building construction by hand coloring, loc1ations of windows and doors, and available water facilities.Includes location map.Historical maps of neighborhoods, detailed at the block and building level, showing residential, commercial, and industrial uses of site, building footprints, potential environmental hazards, and construction details of structures.Includes notes on population, water facilities, fire department, and prevailing winds.",This project was funded in part through a Library Services and Technology Act (LSTA) grant administered by the Colorado State Library and in part by the Friends of the Libraries,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,http://libraries.colorado.edu/search/o?SEARCH=70916705,"Map Library, University Libraries, University of Colorado at Boulder",Discovering Colorado Story by Story: The Sanborn Fire Insurance Maps Collection,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~21~21~93752~125975,https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-21-NA/1491/gol19005.jpg
gol19006.tif,81163227,sh. 6,11,Sanborn Map Company,Golden, Jefferson County, Colorado,sh. 6,1919Golden,1919,New York,"Sanborn Map Company, 1919",1 map on 11 sheets : col. ; sheets 64 x 54 cm,Scale [ca. 1:600] 50 ft. to an inch,Golden,Fire insurance,"Shows factories, commercial and religious occupancy of buildings, dwellings with property boundaries and house and block numbers.Microfilm edition known as: Sanborn fire insurance maps. Colorado.July 1919.Shows building construction by hand coloring, loc1ations of windows and doors, and available water facilities.Includes location map.Historical maps of neighborhoods, detailed at the block and building level, showing residential, commercial, and industrial uses of site, building footprints, potential environmental hazards, and construction details of structures.Includes notes on population, water facilities, fire department, and prevailing winds.",This project was funded in part through a Library Services and Technology Act (LSTA) grant administered by the Colorado State Library and in part by the Friends of the Libraries,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,http://libraries.colorado.edu/search/o?SEARCH=70916705,"Map Library, University Libraries, University of Colorado at Boulder",Discovering Colorado Story by Story: The Sanborn Fire Insurance Maps Collection,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~21~21~93771~125976,https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-21-NA/1491/gol19006.jpg
gol19007.tif,81163227,sh. 7,11,Sanborn Map Company,Golden, Jefferson County, Colorado,sh. 7,1919Golden,1919,New York,"Sanborn Map Company, 1919",1 map on 11 sheets : col. ; sheets 64 x 54 cm,Scale [ca. 1:600] 50 ft. to an inch,Golden,Fire insurance,"Shows factories, commercial and religious occupancy of buildings, dwellings with property boundaries and house and block numbers.Microfilm edition known as: Sanborn fire insurance maps. Colorado.July 1919.Shows building construction by hand coloring, loc1ations of windows and doors, and available water facilities.Includes location map.Historical maps of neighborhoods, detailed at the block and building level, showing residential, commercial, and industrial uses of site, building footprints, potential environmental hazards, and construction details of structures.Includes notes on population, water facilities, fire department, and prevailing winds.",This project was funded in part through a Library Services and Technology Act (LSTA) grant administered by the Colorado State Library and in part by the Friends of the Libraries,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,http://libraries.colorado.edu/search/o?SEARCH=70916705,"Map Library, University Libraries, University of Colorado at Boulder",Discovering Colorado Story by Story: The Sanborn Fire Insurance Maps Collection,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~21~21~93790~125977,https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-21-NA/1491/gol19007.jpg
gol19008.tif,81163227,sh. 8,11,Sanborn Map Company,Golden, Jefferson County, Colorado,sh. 8,1919Golden,1919,New York,"Sanborn Map Company, 1919",1 map on 11 sheets : col. ; sheets 64 x 54 cm,Scale [ca. 1:600] 50 ft. to an inch,Golden,Fire insurance,"Shows factories, commercial and religious occupancy of buildings, dwellings with property boundaries and house and block numbers.Microfilm edition known as: Sanborn fire insurance maps. Colorado.July 1919.Shows building construction by hand coloring, loc1ations of windows and doors, and available water facilities.Includes location map.Historical maps of neighborhoods, detailed at the block and building level, showing residential, commercial, and industrial uses of site, building footprints, potential environmental hazards, and construction details of structures.Includes notes on population, water facilities, fire department, and prevailing winds.",This project was funded in part through a Library Services and Technology Act (LSTA) grant administered by the Colorado State Library and in part by the Friends of the Libraries,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,http://libraries.colorado.edu/search/o?SEARCH=70916705,"Map Library, University Libraries, University of Colorado at Boulder",Discovering Colorado Story by Story: The Sanborn Fire Insurance Maps Collection,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~21~21~93809~125978,https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-21-NA/1491/gol19008.jpg
